input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
28UVaZapJfy9vr0PpJuNqQI,,Cafe Như Quỳnh,,"MMC5+4V6, ĐT212, Hùng Thắng, Tiên Lãng, Hải Phòng, Vietnam",{},null,,+84934655534,7PG8MMC5+4V,0,0.000000,null,20.670289,106.659634,,,,,,Asia/Saigon,,0x314a733c3c33b72f:0xa12ac6b1d9f1a839,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,THINK COFFEE WORKSHOP,,"189 Lý Thánh Tông, Hải Sơn, Đồ Sơn, Hải Phòng 187106, Vietnam",{},null,https://facebook.com/thinkcoffeeworkshop,+84945466555,7PG8PQ7M+V8,387,4.800000,null,20.714649,106.783302,,,,,,Asia/Saigon,,0x314a6d997c0c097d:0x12731f6e35797df6,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Landzone Coffee,,"Vinhomes Marina, Lê Chân, Hải Phòng 184300, Vietnam",{},null,http://landzone.vn/,+84904247247,7PG8RMCR+WF,70,4.700000,null,20.822321,106.691149,,,,,,Asia/Saigon,,0x314a71cac9c17a39:0xa5c2becd8b2d2fe5,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Rose Garden Coffee ( Cafe vườn Hồng ),,"Đường quanh hồ Phương Lưu, Đông Hải 1, Hải An, Hải Phòng, Vietnam",{},null,,+84986652600,7PG8RPX7+PG,93,4.400000,null,20.849303,106.713769,,,,,,Asia/Saigon,,0x314a7b401d6d10df:0x20c8cc5fe747d8e0,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Muse Coffee & Pastry Hai Phong,,"61 P. Trần Quang Khải, Quang Trung, Hồng Bàng, Hải Phòng 04100, Vietnam",{},null,https://www.facebook.com/musecafebistrohp,+84936862804,7PG8VM5J+W2,470,4.700000,null,20.859844,106.680072,,,,,,Asia/Saigon,,0x314a7b287556a7ad:0x9642931010e6bf37,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Alien Coffee,,"Vinhomes Imperia mặt, 06 Cầu Bính, Thượng Lý, Hồng Bàng, Hải Phòng, Vietnam",{},null,https://www.facebook.com/profile.php?id=100092317696139&mibextid=ZbWKwL,+84906179089,7PG8VM86+4X,57,4.800000,null,20.865280,106.662414,,,,,,Asia/Saigon,,0x314a7bd6499f99f9:0x5e612007b3129842,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Café Gầm Cầu,,"Làng Trạm, Long Biên, Hà Nội, Vietnam",{},null,,,7PH72VFV+5C,3,5.000000,null,21.022941,105.893600,,,,,,Asia/Saigon,,0x3135a943d7fc7913:0x5e908cd51410ff,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,HI Cafe,,"202 16/29 Đ. Cổ Linh, Long Biên, Hà Nội, Vietnam",{},null,,+84826139131,7PH72VGV+HJ,22,4.500000,null,21.026461,105.894009,,,,,,Asia/Saigon,,0x3135a9bce8a46fdf:0xa38bfb79a0059838,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,"Nghiền Cafe Phố Trạm - Số 172 Cổ Linh, Long Biên, HN",,"172 Đ. Cổ Linh, P, Long Biên, Hà Nội, Vietnam",{},null,,+84941295555,7PH72VGV+XQ,87,4.500000,null,21.027414,105.894414,,,,,,Asia/Saigon,,0x3135a9c06326ed61:0xd5b566fe95a88a87,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
28UVaZapJfy9vr0PpJuNqQI,,Cafe Nghiền,,"số 38 lô 3 Tái Định Cư Long Biên, Long Biên, Hà Nội, Vietnam",{},null,,+84904405818,7PH72VGV+XQ,2,5.000000,null,21.027440,105.894384,,,,,,Asia/Saigon,,0x3135a96a1d1597db:0xfd53c3ceafbc9656,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
