input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
X8UVabiUNsPo1e8P3KyI8QI,,Noodlebox,,"1117 Midland Ave Unit 3, Kingston, ON K7P 2X8, Canada",{},null,https://www.noodlebox.ca/,+1613-384-7271,87P57C7F+JQ,1002,4.800000,null,44.264096,-76.575504,,,,,,America/Toronto,,0x4cd2addb2b3bd5b7:0xa4d8d1aa8c5a65a7,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Saigon Delights Division St,,"217 Division St, Kingston, ON K7K 3Z2, Canada",{},null,https://www.saigondelights.ca/,+1613-536-5460,87P56GM4+RP,93,4.400000,null,44.234536,-76.493175,,,,,,America/Toronto,,0x4cd2aba9c53c801b:0x7370f00f9eeafbb,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,KINTON RAMEN KINGSTON,,"333 University Ave #101, Kingston, ON K7L 3R4, Canada",{},null,https://www.kintonramen.com/location/kinton-ramen-kingston/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=kinton-ramen-kingston,+1343-305-5271,87P56GM3+MQ,788,4.400000,null,44.234195,-76.495514,,,,,,America/Toronto,,0x4cd2ab0d9e937931:0x96c670fcdb1cb351,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Gangnam Style,,"337 Princess St, Kingston, ON K7L 1B7, Canada",{},null,,+1613-531-6087,87P56GM6+42,478,4.400000,null,44.232851,-76.489937,,,,,,America/Toronto,,0x4cd2ab8b0b6b2a71:0x62dbfa05fd3032ff,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Wok-In Restaurant,,"30 Montreal St, Kingston, ON K7L 3G6, Canada",{},null,https://m.facebook.com/pages/Wok-In/250546378362883,+1613-549-5369,87P56GJ7+WP,434,4.800000,null,44.232349,-76.485675,,,,,,America/Toronto,,0x4cd2aaffe352c82d:0xd81b1bf5a7af9c46,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Pho Chopstix,,"137 Princess St, Kingston, ON K7L 1A8, Canada",{},null,https://phochopstix.ca/,+1613-766-3368,87P56GJ8+PG,350,4.700000,null,44.231862,-76.483653,,,,,,America/Toronto,,0x4cd2ab67435a4d85:0x337f399f99690a71,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Sophie's Noodle House,,"160 Princess St, Kingston, ON K7L 3G5, Canada",{},null,http://www.sophiesnoodlehouse.ca/,+1613-531-3111,87P56GJ8+P5,337,4.300000,null,44.231753,-76.484572,,,,,,America/Toronto,,0x4cd2ab50c2a92ded:0xfa17a40dbf66d213,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
X8UVabiUNsPo1e8P3KyI8QI,,Noodles and Company,,"832 Queen St, Southington, CT 06489, United States",{},null,https://locations.noodles.com/ct/southington/832-queen-st?utm_campaign=soci&utm_medium=organic&utm_source=google,+1860-426-3500,87H9J4QG+Q6,677,4.200000,null,41.639485,-72.874408,,,,,,America/New_York,,0x89e7b737fc43294b:0xdd756fd318255af,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
YMUVaY2SH9PK1e8P5KzBsQE,,The Woodfired Cafe,,"15 Church St, Westport, ON K0G 1X0, Canada",{},null,https://thewoodfiredcafe.weebly.com/,+1613-273-8900,87P5MJH3+MG,113,4.700000,null,44.679179,-76.396169,,,,,,America/Toronto,,0x4cd28505ba12e21d:0x6f6526595047073a,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
YMUVaY2SH9PK1e8P5KzBsQE,,Tangled Garden Cafe,,"7 Church St, Westport, ON K0G 1X0, Canada",{},null,http://www.tangledgardencafe.com/,+1613-273-7733,87P5MJH3+PC,593,4.400000,null,44.679374,-76.396464,,,,,,America/Toronto,,0x4cd28598ff9b0f01:0x7811dd3f36b3018e,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
YMUVaY2SH9PK1e8P5KzBsQE,,Cardinal Cafe & Shop Inc.,,"14153 Rd. 38, Sharbot Lake, ON K0H 2P0, Canada",{},null,https://www.facebook.com/cardinalcafeandshop/,+1613-279-3734,87P5Q896+V6,510,4.800000,null,44.769676,-76.689427,,,,,,America/Toronto,,0x4cd2f691102e7fc7:0x2158d45a989fba43,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
