input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
ScUVaaySH4uVvr0P_sCs2AQ,,Quán ăn 666,,"54 QLN2, Tân Mỹ, Đức Hòa, Long An, Vietnam",{},null,,,7P28W9R8+M7,5,3.600000,null,10.941657,106.365646,,,,,,Asia/Saigon,,0x310b290074b42a0f:0xbd872f47829e8b44,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
ScUVaaySH4uVvr0P_sCs2AQ,,Hủ tiếu mì chú chí,,"Kế bên nhà thuốc bích chương, 56 qln2 ấp Chánh hội xã Tân Mỹ huyện Đức Hòa, Tân An, Long An, Vietnam",{},null,,+84878202556,7P28W9R8+J7,0,0.000000,null,10.941562,106.365681,,,,,,Asia/Saigon,,0x310b295db46dae3f:0xde0a1ccab7b3e8dd,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVaaHQC_6Cvr0Pj46G8A8,,Cơm Tấm Sườn Bì Chả Đùi Gà Nướng - Gà Vịt Quay Bánh Bao,,"386b ĐT 825, Tân Mỹ, Đức Hòa, Long An, Vietnam",{},null,,+84896471709,7P28W9V7+V8,0,0.000000,null,10.944648,106.363298,,,,,,Asia/Saigon,,0x310b290076996ebf:0x4c1316760f425b2,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVaaHQC_6Cvr0Pj46G8A8,,Cơm tấm sườn cọng,,"406 ĐT 825, Tân Mỹ, Đức Hòa, Long An, Vietnam",{},null,,,7P28W9W6+7X,0,0.000000,null,10.945742,106.362386,,,,,,Asia/Saigon,,0x310b29005a3e5de7:0x94ebef2e822fe509,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVabXDOtOcvr0P6ZjOoAI,,Karaoke Hát Với Nhau Kim Nguyên,,"699, Chánh Hội, Đức Hòa, Long An 850000, Vietnam",{},null,https://www.facebook.com/Nguyen.tranthikim1970,+84949990657,7P28W9XF+9Q,0,0.000000,null,10.948431,106.374469,,,,,,Asia/Saigon,,0x310b29fffea9a8c5:0x9e1ebad76595db73,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVabXDOtOcvr0P6ZjOoAI,,Gold Bar (GOLD CLUB),,"RF3G+2VM, Tân Đức, Đức Hòa, Long An, Vietnam",{},null,http://www.goldcoffee.com/,+84988523523,7P28RF3G+2V,10,4.500000,null,10.802592,106.477166,,,,,,Asia/Saigon,,0x310ad47815b1db31:0x6989bc07c0199bd2,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVabXDOtOcvr0P6ZjOoAI,,Karaoke Tân Sao Mai,,"RPG9+R3, khu phố 3, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",{},null,,+84345555883,7P28RPG9+V3,84,3.900000,null,10.827135,106.717669,,,,,,Asia/Saigon,,0x310ad414ea72be73:0xe36c661cc4c961f7,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
SsUVabXDOtOcvr0P6ZjOoAI,,Karaoke Night Box,,"139 Bình Quới, Phường 27, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",{},null,,+84345555883,7P28RP9F+C7,93,4.200000,null,10.818506,106.723207,,,,,,Asia/Saigon,,0x310ad4391fdedd7d:0xe481a280cf3265f2,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
S8UVabSrJqCivr0Px6-rWA,,Café 5 Hiệp,,"Tân Mỹ, Đức Hòa, Long An, Vietnam",{},null,,,7P28W9V7+9M,1,5.000000,null,10.943477,106.364199,,,,,,Asia/Saigon,,0x310b288bfdbc169b:0xe126175eaa021284,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
S8UVabSrJqCivr0Px6-rWA,,Cafe Thuý Kiều,,"72 ĐT825, Đức Hòa Hạ, Đức Hòa, Long An, Vietnam",{},null,,+84972747717,7P28W9Q9+P2,0,0.000000,null,10.939307,106.367516,,,,,,Asia/Saigon,,0x310b2900382355c5:0x767fc9d793bf7889,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
