input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
fEATaeK2LuiLvr0PkdC4IQ,,Chopstick,,"1, Lesana House, Main St, Ballykelly, Limavady BT49 9HS, United Kingdom",{},null,https://www.chopstickballykelly.co.uk/,+442877769072,9C7J2XVM+W9,52,4.000000,null,55.044768,-7.016592,,,,,,Europe/London,,0x486011e9b68e5f27:0x3a03a9387b90d085,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Tasty Chinese takeaway Ballykelly,,"69 Main St, Ballykelly, Limavady BT49 9JT, United Kingdom",{},null,https://www.facebook.com/profile.php?id=61560937775735,+447938828418,9C7J2XVJ+WW,10,4.400000,null,55.044803,-7.017631,,,,,,Europe/London,,0x4860110a54635d27:0x9d3ff898c3c4dded,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Bamboo Garden Express,,"167 Irish Green St, Limavady, BT49 9AR, United Kingdom",{},null,,+442877762098,9C7M23V2+QW,60,4.200000,null,55.044444,-6.947735,,,,,,Europe/London,,0x48601114ee1ff15d:0x5edbf935c2853f7a,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Riceway Chinese Takeaway,,"58 Catherine St, Limavady, BT49 9DB, United Kingdom",{},null,,+442877722492,9C7M22XW+RV,52,4.300000,null,55.049517,-6.952753,,,,,,Europe/London,,0x48601114b4d43d6f:0x9450daa22438b250,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Sunflower Chinese Take Away,,"4 Catherine St, Londonderry, Limavady, BT49 9DB, United Kingdom",{},null,https://sunflowerlimavady.com/,+442877763151,9C7M322X+5P,86,3.700000,null,55.050375,-6.950703,,,,,,Europe/London,,0x48601114d1cfb4b1:0xfbac8f3b457143ca,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Chopsticks,,"59 Main St, Ballykelly, Limavady, BT49, United Kingdom",{},null,,,9C7M322X+VJ,0,0.000000,null,55.052214,-6.950922,,,,,,Europe/London,,0x48601114f945367b:0x1519a2670d7535d2,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Uno (New Uno Limavady),,"5 Anderson Cres, Limavady, BT49 0UN, United Kingdom",{},null,https://newuno.app/,+442877729733,9C7M23W9+65,99,3.500000,null,55.045578,-6.932123,,,,,,Europe/London,,0x48601145d9027241:0xb9b809f7ef7da30d,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Junction Bar & Grill at the Depot Bar & Venue Limavady,,"88 Main St, Limavady, BT49 0ET, United Kingdom",{},null,,+442877767030,9C7M3332+99,423,4.600000,null,55.053411,-6.949037,,,,,,Europe/London,,0x48601115a2dc919f:0xf1638ea95677f480,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fEATaeK2LuiLvr0PkdC4IQ,,Happy House,,"143 Greystone Rd, Limavady, BT49 0PB, United Kingdom",{},null,https://happyhouselimavady.com/delivery,+442877767712,9C7M23XF+X4,78,4.000000,null,55.049994,-6.927141,,,,,,Europe/London,,0x486011483f53435f:0x211b96081bba24f4,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
fUATacfYG9vt1e8P3Z68oQU,,Moran's Supervalu & Service Station,,"68 Main St, Ballykelly, Limavady BT49 9HS, United Kingdom",{},null,http://www.morans.com/,+442877767931,9C7J2XVJ+MG,46,3.000000,null,55.044238,-7.018711,,,,,,Europe/London,,0x486011e8485f75f9:0x5f30ca553fa08c16,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
